net,length_um
_3849_,8.32µm
_3904_,8.32µm
_3362_,8.315µm
_3396_,8.3µm
_0208_,8.28µm
_0233_,8.28µm
_1214_,8.28µm
_3408_,8.28µm
_2132_,8.275µm
_0132_,8.26µm
_0540_,8.26µm
_1231_,8.26µm
_1550_,8.26µm
_1103_,8.24µm
_1414_,8.24µm
_1493_,8.24µm
_1552_,8.24µm
_1740_,8.24µm
_2179_,8.24µm
_2338_,8.24µm
_2591_,8.24µm
_4184_,8.24µm
_0067_,8.22µm
_0848_,8.22µm
_3534_,8.22µm
_3538_,8.22µm
_3814_,8.22µm
_3954_,8.22µm
_2140_,8.21µm
_0843_,8.2µm
_2266_,8.2µm
_2290_,8.2µm
_3217_,8.2µm
_3621_,8.2µm
_3791_,8.2µm
_0587_,8.18µm
_1556_,8.18µm
_2875_,8.18µm
_4086_,8.17µm
_0786_,8.16µm
_0976_,8.16µm
_1543_,8.16µm
_3753_,8.16µm
_0279_,8.14µm
_0673_,8.14µm
_2762_,8.14µm
_3489_,8.14µm
_0551_,8.12µm
_0859_,8.12µm
_0881_,8.12µm
_1273_,8.12µm
_1649_,8.12µm
_2430_,8.12µm
_3061_,8.12µm
_3882_,8.12µm
_2395_,8.1µm
_3244_,8.1µm
_3467_,8.1µm
_3596_,8.1µm
_1698_,8.08µm
_1751_,8.08µm
_3036_,8.08µm
_3620_,8.08µm
_4130_,8.08µm
_0371_,8.06µm
_1067_,8.06µm
_2037_,8.06µm
_3219_,8.06µm
_0152_,8.04µm
_0337_,8.04µm
_0625_,8.04µm
_0971_,8.04µm
_1683_,8.04µm
_4116_,8.04µm
_0982_,8.02µm
_1134_,8.02µm
_1271_,8.02µm
_1307_,8.02µm
_1650_,8.02µm
_1867_,8.02µm
_2019_,8.02µm
_2260_,8.02µm
_2281_,8.02µm
_2515_,8.02µm
_3120_,8.02µm
net376,8.02µm
net410,8.02µm
_0508_,8µm
_0915_,8µm
_1451_,8µm
_1616_,8µm
_3085_,8µm
_3100_,8µm
_3502_,8µm
_4043_,8µm
_4056_,8µm
_2107_,7.98µm
_2730_,7.98µm
_2881_,7.98µm
_3252_,7.98µm
_3344_,7.98µm
_3405_,7.98µm
_3907_,7.98µm
_3980_,7.98µm
_4138_,7.98µm
net390,7.98µm
_3288_,7.96µm
_0267_,7.94µm
_0646_,7.94µm
_1354_,7.92µm
_4068_,7.92µm
_0273_,7.9µm
_0781_,7.9µm
_0835_,7.9µm
_2351_,7.9µm
_2661_,7.9µm
_2852_,7.9µm
_2870_,7.9µm
_3137_,7.9µm
_3177_,7.9µm
_0121_,7.88µm
_1916_,7.88µm
_2279_,7.88µm
_3540_,7.88µm
_3736_,7.88µm
_3983_,7.88µm
_4131_,7.88µm
_0191_,7.86µm
_0244_,7.86µm
_0329_,7.86µm
_1374_,7.86µm
_2349_,7.86µm
_3519_,7.86µm
_3544_,7.86µm
_4101_,7.86µm
_4102_,7.86µm
_3459_,7.855µm
_1727_,7.84µm
_1877_,7.84µm
_1845_,7.83µm
_2939_,7.83µm
_0824_,7.8µm
_1165_,7.79µm
_0093_,7.78µm
_0368_,7.78µm
_0942_,7.78µm
_1037_,7.78µm
_1325_,7.78µm
_1383_,7.78µm
_1389_,7.78µm
_1697_,7.78µm
_1889_,7.78µm
_1920_,7.78µm
_1934_,7.78µm
_1984_,7.78µm
_2029_,7.78µm
_2053_,7.78µm
_2248_,7.78µm
_2319_,7.78µm
_2472_,7.78µm
_2783_,7.78µm
_2786_,7.78µm
_3523_,7.78µm
_0078_,7.76µm
_0614_,7.74µm
_0709_,7.74µm
_1351_,7.74µm
_1489_,7.74µm
_1994_,7.74µm
_2267_,7.74µm
_2390_,7.74µm
_2638_,7.74µm
_2760_,7.74µm
_0188_,7.72µm
_0192_,7.7µm
_1828_,7.7µm
_3726_,7.7µm
_2022_,7.68µm
_0891_,7.66µm
_0986_,7.66µm
_1809_,7.66µm
_1966_,7.66µm
_1981_,7.66µm
_2218_,7.66µm
_2726_,7.66µm
_4033_,7.66µm
_0215_,7.64µm
_0936_,7.64µm
_1246_,7.64µm
_1720_,7.64µm
_1773_,7.64µm
_1979_,7.64µm
_2012_,7.64µm
_2442_,7.64µm
_2981_,7.64µm
_3530_,7.64µm
_3323_,7.63µm
_1358_,7.62µm
_1745_,7.62µm
_2340_,7.62µm
_2463_,7.62µm
_0583_,7.6µm
_0718_,7.6µm
_1445_,7.6µm
_1749_,7.6µm
_3202_,7.6µm
_3792_,7.6µm
_2146_,7.58µm
_2271_,7.58µm
_3008_,7.58µm
_3011_,7.58µm
_0340_,7.56µm
_0351_,7.56µm
_0613_,7.56µm
_1599_,7.56µm
_1747_,7.56µm
_2819_,7.56µm
_1280_,7.555µm
_3722_,7.555µm
_0431_,7.54µm
_0629_,7.54µm
_1073_,7.54µm
_1639_,7.54µm
_1676_,7.54µm
_2273_,7.54µm
_2799_,7.54µm
_0190_,7.52µm
_0393_,7.52µm
_0407_,7.52µm
_0658_,7.52µm
_0814_,7.52µm
_1511_,7.52µm
_2018_,7.52µm
_2403_,7.52µm
_2485_,7.52µm
_2814_,7.52µm
_3074_,7.52µm
_3216_,7.52µm
_3308_,7.52µm
_2404_,7.5µm
_2427_,7.5µm
_2527_,7.5µm
_3056_,7.5µm
_3570_,7.5µm
_2035_,7.48µm
_0825_,7.46µm
_3915_,7.46µm
_4000_,7.46µm
_0743_,7.455µm
_0426_,7.44µm
_1117_,7.44µm
_1120_,7.44µm
_1584_,7.44µm
_1970_,7.44µm
_2347_,7.44µm
_2380_,7.44µm
_2724_,7.44µm
_2929_,7.44µm
_3663_,7.44µm
_3836_,7.44µm
_0342_,7.42µm
_1782_,7.42µm
_1673_,7.4µm
_2841_,7.4µm
_3603_,7.4µm
_3767_,7.36µm
net415,7.36µm
_0461_,7.34µm
_1935_,7.34µm
_3500_,7.34µm
_4178_,7.34µm
_1355_,7.335µm
_1652_,7.33µm
_1484_,7.32µm
_1516_,7.32µm
_1653_,7.32µm
_1661_,7.32µm
_1744_,7.32µm
_1813_,7.32µm
_1926_,7.32µm
_2255_,7.32µm
_2269_,7.32µm
_2614_,7.32µm
_2631_,7.32µm
_2731_,7.32µm
_2992_,7.32µm
_3628_,7.32µm
_4013_,7.32µm
_1596_,7.3µm
_1758_,7.3µm
_2180_,7.3µm
_1344_,7.28µm
_3005_,7.28µm
_3295_,7.28µm
_3718_,7.28µm
_3816_,7.28µm
_4078_,7.28µm
_3610_,7.26µm
_0002_,7.24µm
_0011_,7.24µm
_0788_,7.24µm
_0826_,7.24µm
_2304_,7.24µm
_0243_,7.22µm
_2685_,7.22µm
_2887_,7.22µm
_3414_,7.22µm
_3701_,7.22µm
_4194_,7.22µm
net413,7.22µm
_2562_,7.21µm
_0154_,7.2µm
_0512_,7.2µm
_0760_,7.2µm
_1381_,7.2µm
_1888_,7.2µm
_2136_,7.2µm
_2407_,7.2µm
_2419_,7.2µm
_2421_,7.2µm
_2640_,7.2µm
_2699_,7.2µm
_3016_,7.2µm
_3334_,7.2µm
_0353_,7.18µm
_0381_,7.18µm
_0966_,7.18µm
_1338_,7.18µm
_1454_,7.18µm
_1677_,7.18µm
_2543_,7.18µm
net397,7.18µm
_0100_,7.16µm
_0429_,7.14µm
_0445_,7.14µm
_2355_,7.14µm
_2456_,7.14µm
_2559_,7.14µm
_3178_,7.14µm
net430,7.14µm
_0361_,7.12µm
_1029_,7.12µm
_1912_,7.12µm
_2098_,7.12µm
_2780_,7.12µm
_3577_,7.12µm
vB[6],7.11µm
_0861_,7.1µm
_1112_,7.1µm
_1196_,7.1µm
_1331_,7.1µm
_1363_,7.1µm
_1835_,7.1µm
_2010_,7.1µm
_2045_,7.1µm
_3132_,7.1µm
_3347_,7.1µm
_3777_,7.1µm
_4155_,7.1µm
net405,7.1µm
_0845_,7.08µm
_1450_,7.08µm
_1461_,7.08µm
_1910_,7.08µm
_2524_,7.08µm
_2645_,7.08µm
_3987_,7.08µm
_0097_,7.06µm
_0507_,7.06µm
_0682_,7.06µm
_2227_,7.06µm
_2447_,7.06µm
_3575_,7.06µm
_3625_,7.06µm
net375,7.06µm
_0444_,7µm
_0598_,7µm
_1206_,7µm
_2020_,7µm
_2748_,7µm
_3920_,7µm
_0689_,6.98µm
_0750_,6.98µm
_0901_,6.98µm
_1161_,6.98µm
_1266_,6.98µm
_1403_,6.98µm
_1562_,6.98µm
_2153_,6.98µm
_2247_,6.98µm
_2388_,6.98µm
_2416_,6.98µm
_2423_,6.98µm
_2519_,6.98µm
_3521_,6.98µm
_3522_,6.98µm
_3812_,6.98µm
_3388_,6.975µm
_0605_,6.96µm
_0968_,6.96µm
_2076_,6.96µm
_2251_,6.96µm
_2613_,6.96µm
_2971_,6.96µm
_2528_,6.955µm
_0382_,6.94µm
_0674_,6.94µm
_1079_,6.94µm
_1527_,6.94µm
_2457_,6.94µm
_2668_,6.94µm
_2746_,6.94µm
_2872_,6.94µm
_2909_,6.94µm
_3404_,6.94µm
_1736_,6.92µm
net414,6.9µm
_4008_,6.88µm
_0556_,6.86µm
_0994_,6.86µm
_1400_,6.86µm
_1500_,6.86µm
_2006_,6.86µm
_2177_,6.86µm
_2394_,6.86µm
_2637_,6.86µm
_3080_,6.86µm
_3647_,6.86µm
_3957_,6.86µm
_3961_,6.86µm
_0929_,6.84µm
_3286_,6.83µm
_0179_,6.82µm
_0291_,6.82µm
_0588_,6.82µm
_0681_,6.82µm
_2137_,6.82µm
_2240_,6.82µm
_3602_,6.82µm
_4145_,6.82µm
_0846_,6.815µm
_1735_,6.81µm
_3649_,6.79µm
_2987_,6.78µm
net407,6.78µm
_1022_,6.775µm
vA[8],6.77µm
vA[9],6.77µm
vB[5],6.77µm
net350,6.76µm
_1217_,6.76µm
_2615_,6.76µm
_3861_,6.76µm
_1716_,6.75µm
_0218_,6.74µm
_0284_,6.74µm
_0791_,6.74µm
_1003_,6.74µm
_1459_,6.74µm
_1615_,6.74µm
_1952_,6.74µm
_2300_,6.74µm
_2339_,6.74µm
_2480_,6.74µm
_2855_,6.74µm
_2932_,6.74µm
_3075_,6.74µm
_3510_,6.74µm
_3697_,6.74µm
_3772_,6.74µm
_4149_,6.74µm
_0667_,6.72µm
_1797_,6.72µm
_2397_,6.72µm
_3024_,6.72µm
_3601_,6.72µm
_3936_,6.72µm
_4167_,6.72µm
_4193_,6.72µm
_0529_,6.7µm
_1109_,6.7µm
_1586_,6.7µm
_2451_,6.695µm
_0497_,6.66µm
_0530_,6.66µm
_1863_,6.66µm
_2350_,6.66µm
_3966_,6.66µm
_0068_,6.64µm
_0585_,6.64µm
_1775_,6.64µm
_1875_,6.64µm
_2233_,6.64µm
_2483_,6.64µm
_2882_,6.64µm
_2935_,6.64µm
_3431_,6.64µm
_3492_,6.64µm
_3531_,6.64µm
_3551_,6.64µm
_3579_,6.64µm
_3624_,6.64µm
_3946_,6.64µm
_0479_,6.62µm
_1039_,6.62µm
_1291_,6.62µm
_1948_,6.62µm
_1968_,6.62µm
_2261_,6.62µm
_3038_,6.62µm
_4069_,6.62µm
_4074_,6.62µm
_0227_,6.6µm
_0558_,6.6µm
_1505_,6.6µm
_1838_,6.6µm
_2553_,6.6µm
_3182_,6.6µm
_3324_,6.6µm
_3912_,6.6µm
_1372_,6.58µm
_1675_,6.57µm
_2556_,6.57µm
_0521_,6.54µm
_1278_,6.54µm
_2657_,6.54µm
_3265_,6.54µm
_3383_,6.54µm
_0004_,6.52µm
_0701_,6.52µm
_0844_,6.52µm
_1723_,6.52µm
_1881_,6.52µm
_2097_,6.52µm
_2293_,6.52µm
_2679_,6.52µm
_2926_,6.52µm
_3745_,6.52µm
_4107_,6.52µm
counter\[12\],6.52µm
_1886_,6.5µm
_2823_,6.5µm
_2977_,6.5µm
_3518_,6.5µm
_0305_,6.48µm
_0949_,6.48µm
_1226_,6.48µm
_2292_,6.48µm
_2674_,6.48µm
_3292_,6.48µm
_3738_,6.48µm
net404,6.44µm
_1630_,6.42µm
_3532_,6.42µm
_2322_,6.41µm
_0147_,6.4µm
_0733_,6.4µm
_1171_,6.4µm
_1353_,6.4µm
_2254_,6.4µm
_2571_,6.4µm
_2655_,6.4µm
_2771_,6.4µm
_3491_,6.4µm
_3583_,6.4µm
delta\[1\],6.4µm
_0807_,6.36µm
_0867_,6.36µm
_1898_,6.36µm
_2259_,6.36µm
_2616_,6.36µm
_2817_,6.36µm
_3229_,6.36µm
_0442_,6.32µm
_1295_,6.32µm
_2579_,6.32µm
_3054_,6.32µm
_3354_,6.32µm
net409,6.32µm
vB[3],6.31µm
_0278_,6.3µm
_0809_,6.3µm
_0856_,6.3µm
_1752_,6.3µm
_2658_,6.3µm
_2728_,6.3µm
_3394_,6.3µm
_3619_,6.3µm
_3990_,6.3µm
net422,6.3µm
_0900_,6.295µm
_0074_,6.28µm
_0266_,6.28µm
_0468_,6.28µm
_0595_,6.28µm
_0947_,6.28µm
_1343_,6.28µm
_1433_,6.28µm
_1634_,6.28µm
_2041_,6.28µm
_2452_,6.28µm
_2508_,6.28µm
_2557_,6.28µm
_2886_,6.28µm
_2978_,6.28µm
_3040_,6.28µm
_3725_,6.28µm
_3981_,6.28µm
_0336_,6.27µm
net331,6.26µm
_0122_,6.26µm
_0680_,6.26µm
_0903_,6.26µm
_1748_,6.26µm
_2231_,6.26µm
_2533_,6.26µm
_3626_,6.26µm
_3729_,6.26µm
_4072_,6.26µm
_3045_,6.24µm
_3505_,6.24µm
_0493_,6.22µm
_0653_,6.2µm
_1204_,6.2µm
_1891_,6.2µm
_2966_,6.2µm
_3174_,6.2µm
_3245_,6.2µm
_0090_,6.18µm
_0131_,6.18µm
_0712_,6.18µm
_2182_,6.18µm
_2714_,6.18µm
_2922_,6.18µm
_3162_,6.18µm
_3416_,6.18µm
_3483_,6.18µm
_3578_,6.18µm
_3775_,6.18µm
_4124_,6.18µm
_0491_,6.175µm
_1019_,6.16µm
_1361_,6.16µm
_1656_,6.16µm
_2074_,6.16µm
_0137_,6.14µm
_0377_,6.14µm
_1059_,6.14µm
_1080_,6.14µm
_1316_,6.14µm
_1478_,6.14µm
_2653_,6.14µm
_2721_,6.14µm
_2967_,6.14µm
_3564_,6.14µm
_3931_,6.14µm
_4055_,6.14µm
_4177_,6.14µm
_0251_,6.12µm
periodTop[9],6.09µm
vA[13],6.09µm
vA[3],6.09µm
vB[2],6.09µm
_0404_,6.08µm
_0719_,6.08µm
_1870_,6.08µm
_3020_,6.08µm
_3902_,6.08µm
_4062_,6.08µm
_0563_,6.06µm
_1601_,6.06µm
_1668_,6.06µm
_2772_,6.06µm
_2832_,6.06µm
_3634_,6.06µm
_3728_,6.06µm
_1462_,6.045µm
_1388_,6.04µm
_2420_,6.04µm
_2487_,6.04µm
_3470_,6.04µm
_3615_,6.04µm
_3819_,6.04µm
_1170_,6.02µm
_1270_,6.02µm
_1528_,6.02µm
_1531_,6.02µm
_1689_,6.02µm
_1998_,6.02µm
net369,6.02µm
_2854_,5.98µm
_2894_,5.98µm
_3581_,5.98µm
net417,5.98µm
_0659_,5.975µm
vA[6],5.97µm
vB[14],5.97µm
_0589_,5.96µm
_1187_,5.96µm
_1712_,5.96µm
_3199_,5.96µm
_3384_,5.96µm
_1055_,5.955µm
_0104_,5.94µm
_0538_,5.94µm
_0566_,5.94µm
_0698_,5.94µm
_1025_,5.94µm
_1146_,5.94µm
_1169_,5.94µm
_1287_,5.94µm
_1460_,5.94µm
_2003_,5.94µm
_2354_,5.94µm
_2432_,5.94µm
_2621_,5.94µm
_2626_,5.94µm
_2787_,5.94µm
_3110_,5.94µm
_3755_,5.94µm
_2763_,5.9µm
_1801_,5.87µm
_0065_,5.86µm
_0173_,5.86µm
_0869_,5.86µm
_1976_,5.86µm
_2145_,5.86µm
_2284_,5.86µm
_2358_,5.86µm
_2723_,5.86µm
_2825_,5.86µm
_3079_,5.86µm
_3422_,5.86µm
_3704_,5.86µm
_0005_,5.84µm
_0357_,5.84µm
_0599_,5.84µm
_0634_,5.84µm
_0918_,5.84µm
_1467_,5.84µm
_2331_,5.84µm
_2375_,5.84µm
_2525_,5.84µm
_2669_,5.84µm
_2839_,5.84µm
_2862_,5.84µm
_2970_,5.84µm
_3078_,5.84µm
_3155_,5.84µm
_3343_,5.84µm
_3355_,5.84µm
_3361_,5.84µm
_4137_,5.84µm
_0105_,5.82µm
_0478_,5.82µm
_0590_,5.82µm
_0679_,5.82µm
_1076_,5.82µm
_1135_,5.82µm
_1294_,5.82µm
_1346_,5.82µm
_1410_,5.82µm
_2172_,5.82µm
_2578_,5.82µm
_2584_,5.82µm
_2924_,5.82µm
_3299_,5.82µm
_3655_,5.82µm
_3748_,5.82µm
_3811_,5.82µm
_0183_,5.8µm
_0631_,5.8µm
_1070_,5.8µm
_2112_,5.8µm
_2178_,5.8µm
_2830_,5.8µm
_2988_,5.8µm
_3226_,5.8µm
_3423_,5.8µm
_3495_,5.8µm
_4025_,5.8µm
_4180_,5.8µm
net370,5.8µm
net431,5.8µm
_4171_,5.795µm
_0603_,5.79µm
_0138_,5.75µm
_3247_,5.75µm
_0471_,5.74µm
_0841_,5.74µm
_0987_,5.74µm
_1841_,5.74µm
_2063_,5.74µm
_2507_,5.74µm
_3072_,5.74µm
_3103_,5.74µm
_3296_,5.74µm
net17,5.74µm
_0127_,5.72µm
_0423_,5.72µm
_0678_,5.72µm
_0726_,5.72µm
_0780_,5.72µm
_1416_,5.72µm
_1635_,5.72µm
_1645_,5.72µm
_1785_,5.72µm
_1903_,5.72µm
_2346_,5.72µm
_2488_,5.72µm
_2565_,5.72µm
_2942_,5.72µm
_3170_,5.72µm
_3176_,5.72µm
_3250_,5.72µm
_3340_,5.72µm
_3503_,5.72µm
_0301_,5.7µm
_2211_,5.7µm
_2246_,5.7µm
_3342_,5.7µm
_3616_,5.7µm
net428,5.7µm
_0098_,5.68µm
_0108_,5.68µm
_0439_,5.68µm
_0668_,5.68µm
_0838_,5.68µm
_0851_,5.68µm
_0953_,5.68µm
_0989_,5.68µm
_1101_,5.68µm
_1149_,5.68µm
_1258_,5.68µm
_1422_,5.68µm
_1694_,5.68µm
_1883_,5.68µm
_2611_,5.68µm
_2955_,5.68µm
_3067_,5.68µm
_3117_,5.68µm
_3133_,5.68µm
_3392_,5.68µm
_3456_,5.68µm
_3526_,5.68µm
_3654_,5.68µm
net70,5.68µm
_0813_,5.675µm
_0514_,5.62µm
_0810_,5.62µm
_1448_,5.62µm
_3073_,5.62µm
_0194_,5.6µm
_0477_,5.6µm
_0720_,5.6µm
_0904_,5.6µm
_1279_,5.6µm
_1480_,5.6µm
_1523_,5.6µm
_1575_,5.6µm
_1911_,5.6µm
_1963_,5.6µm
_2195_,5.6µm
_3009_,5.6µm
_3721_,5.6µm
_3960_,5.58µm
_0141_,5.56µm
_0749_,5.56µm
_0802_,5.56µm
_3773_,5.56µm
_0211_,5.55µm
_0552_,5.525µm
_1083_,5.52µm
_3509_,5.52µm
_3771_,5.52µm
_0346_,5.48µm
_0372_,5.48µm
_0716_,5.48µm
_0763_,5.48µm
_0816_,5.48µm
_0882_,5.48µm
_0969_,5.48µm
_1180_,5.48µm
_1643_,5.48µm
_1659_,5.48µm
_1663_,5.48µm
_1805_,5.48µm
_2604_,5.48µm
_2623_,5.48µm
_3642_,5.48µm
_3933_,5.48µm
_4020_,5.48µm
_0166_,5.46µm
_0373_,5.46µm
_1106_,5.46µm
_2885_,5.46µm
_0777_,5.45µm
_2468_,5.44µm
periodTop[2],5.41µm
periodTop[7],5.41µm
vA[12],5.41µm
vA[5],5.41µm
vB[15],5.41µm
_0176_,5.4µm
_0255_,5.4µm
_0391_,5.4µm
_2288_,5.4µm
_3145_,5.4µm
_0457_,5.38µm
_0557_,5.38µm
_0570_,5.38µm
_0957_,5.38µm
_1774_,5.38µm
_2558_,5.38µm
_3160_,5.38µm
_3278_,5.38µm
_3699_,5.38µm
_3832_,5.38µm
_3969_,5.38µm
_4197_,5.38µm
_0053_,5.36µm
_0366_,5.36µm
_0523_,5.36µm
_0608_,5.36µm
_0623_,5.36µm
_2603_,5.36µm
_2692_,5.36µm
_2722_,5.36µm
_2995_,5.36µm
_3539_,5.36µm
_3935_,5.36µm
_4160_,5.36µm
_0008_,5.34µm
_0307_,5.34µm
_1061_,5.34µm
_1210_,5.34µm
_1437_,5.34µm
_1548_,5.34µm
_2232_,5.34µm
_2242_,5.34µm
_2703_,5.34µm
_2848_,5.34µm
_3163_,5.34µm
_3300_,5.34µm
_3985_,5.34µm
net425,5.34µm
_3351_,5.29µm
_0873_,5.28µm
_1525_,5.28µm
_2026_,5.28µm
_3262_,5.28µm
_3430_,5.28µm
_3460_,5.28µm
_0483_,5.27µm
_0311_,5.26µm
_0330_,5.26µm
_0475_,5.26µm
_0560_,5.26µm
_0591_,5.26µm
_0797_,5.26µm
_0997_,5.26µm
_1249_,5.26µm
_1594_,5.26µm
_2173_,5.26µm
_2236_,5.26µm
_2309_,5.26µm
_2503_,5.26µm
_2835_,5.26µm
_3418_,5.26µm
_3784_,5.26µm
_3805_,5.26µm
_3817_,5.26µm
_3984_,5.26µm
_0274_,5.24µm
_1081_,5.24µm
_3390_,5.24µm
_3586_,5.24µm
_3609_,5.24µm
_4042_,5.24µm
_4115_,5.235µm
_0236_,5.22µm
_0237_,5.22µm
_0344_,5.22µm
_0565_,5.22µm
_0696_,5.22µm
_1035_,5.22µm
_1589_,5.22µm
_2424_,5.22µm
_2639_,5.22µm
_3003_,5.22µm
_3037_,5.22µm
_3052_,5.22µm
_0009_,5.16µm
_0793_,5.16µm
_1085_,5.16µm
_2753_,5.15µm
_0611_,5.14µm
_1529_,5.14µm
_2200_,5.14µm
_2219_,5.14µm
_2580_,5.14µm
_2619_,5.14µm
_2727_,5.14µm
_3022_,5.14µm
_3069_,5.14µm
_3234_,5.14µm
_3445_,5.14µm
_3457_,5.14µm
_3485_,5.14µm
_4032_,5.14µm
_0115_,5.12µm
_0943_,5.12µm
_2821_,5.12µm
_3220_,5.12µm
net429,5.12µm
_1572_,5.1µm
_4201_,5.1µm
_0819_,5.06µm
_1604_,5.06µm
_2739_,5.06µm
_4071_,5.06µm
_4123_,5.06µm
_1699_,5.04µm
_3151_,5.04µm
_3188_,5.04µm
_0014_,5.02µm
_0133_,5.02µm
_0270_,5.02µm
_0295_,5.02µm
_1105_,5.02µm
_1672_,5.02µm
_1750_,5.02µm
_1757_,5.02µm
_1784_,5.02µm
_1931_,5.02µm
_2051_,5.02µm
_2237_,5.02µm
_3118_,5.02µm
_0163_,5µm
_1786_,5µm
_2054_,5µm
_2683_,5µm
net34,5µm
_2194_,4.96µm
periodTop[8],4.95µm
_0010_,4.94µm
_0612_,4.94µm
_1223_,4.94µm
_1413_,4.94µm
_1488_,4.94µm
_1975_,4.94µm
_2857_,4.94µm
_2915_,4.94µm
_2986_,4.94µm
_3018_,4.94µm
_3409_,4.94µm
_3417_,4.94µm
_3631_,4.94µm
_3937_,4.94µm
_4040_,4.94µm
_4129_,4.94µm
net427,4.94µm
net337,4.92µm
_0059_,4.92µm
_0117_,4.92µm
_0212_,4.92µm
_1087_,4.92µm
_1239_,4.92µm
_2325_,4.92µm
_3214_,4.92µm
_3881_,4.92µm
net368,4.92µm
_0118_,4.9µm
_1654_,4.9µm
_2365_,4.9µm
_2459_,4.9µm
_3268_,4.9µm
_3345_,4.9µm
_2249_,4.895µm
_0226_,4.88µm
_0417_,4.88µm
_0850_,4.88µm
_1096_,4.88µm
_1504_,4.88µm
_1581_,4.88µm
_1647_,4.88µm
_1778_,4.88µm
_1787_,4.88µm
_2175_,4.88µm
_2302_,4.88µm
_2372_,4.88µm
_2377_,4.88µm
_2445_,4.88µm
_2933_,4.88µm
_3060_,4.88µm
_3921_,4.88µm
_4154_,4.88µm
_4200_,4.88µm
_0206_,4.87µm
_3916_,4.84µm
_0764_,4.82µm
_1209_,4.82µm
_1233_,4.82µm
_2521_,4.82µm
_2984_,4.82µm
_3559_,4.82µm
_4089_,4.82µm
_0063_,4.8µm
_0103_,4.8µm
_0395_,4.8µm
_0410_,4.8µm
_0671_,4.8µm
_0952_,4.8µm
_0995_,4.8µm
_1243_,4.8µm
_1514_,4.8µm
_1553_,4.8µm
_1669_,4.8µm
_1741_,4.8µm
_2027_,4.8µm
_2114_,4.8µm
_2212_,4.8µm
_2747_,4.8µm
_2836_,4.8µm
_2858_,4.8µm
_2908_,4.8µm
_3068_,4.8µm
_3382_,4.8µm
_3403_,4.8µm
_3407_,4.8µm
_3443_,4.8µm
_3444_,4.8µm
_3455_,4.8µm
_3744_,4.8µm
_3900_,4.8µm
_3991_,4.8µm
net354,4.8µm
net388,4.8µm
_3611_,4.795µm
_1314_,4.78µm
_3520_,4.78µm
_4142_,4.78µm
_2545_,4.775µm
_2945_,4.775µm
_1762_,4.76µm
_1825_,4.76µm
_2220_,4.76µm
_2396_,4.76µm
_2675_,4.76µm
_2828_,4.76µm
_2873_,4.76µm
_3770_,4.76µm
net366,4.76µm
_2313_,4.73µm
_2379_,4.73µm
periodTop[10],4.73µm
vA[7],4.73µm
_1633_,4.72µm
_2897_,4.72µm
_2453_,4.71µm
_2811_,4.7µm
_3139_,4.7µm
_3709_,4.7µm
_0050_,4.68µm
_0239_,4.68µm
_0327_,4.68µm
_1183_,4.68µm
_1842_,4.68µm
_2193_,4.68µm
_2401_,4.68µm
_2412_,4.68µm
_2493_,4.68µm
_2551_,4.68µm
_2677_,4.68µm
_3453_,4.68µm
_3630_,4.68µm
_3813_,4.68µm
_3838_,4.68µm
_4051_,4.68µm
_3341_,4.66µm
_2299_,4.61µm
vA[10],4.61µm
vA[2],4.61µm
vB[8],4.61µm
_0434_,4.6µm
_3353_,4.6µm
_4016_,4.6µm
net411,4.6µm
net412,4.6µm
net416,4.6µm
_0908_,4.58µm
_3926_,4.575µm
_0158_,4.56µm
_0310_,4.56µm
_0313_,4.56µm
_0354_,4.56µm
_1151_,4.56µm
_1574_,4.56µm
_1857_,4.56µm
_2353_,4.56µm
_2670_,4.56µm
_3801_,4.56µm
_4112_,4.56µm
_4119_,4.56µm
_3221_,4.54µm
_3271_,4.54µm
net349,4.48µm
_0091_,4.48µm
_0315_,4.48µm
_0531_,4.48µm
_0738_,4.48µm
_1068_,4.48µm
_1164_,4.48µm
_1969_,4.48µm
_2069_,4.48µm
_3189_,4.48µm
_3494_,4.48µm
_3557_,4.48µm
_0096_,4.46µm
_0136_,4.46µm
_0607_,4.46µm
_0818_,4.46µm
_1203_,4.46µm
_1269_,4.46µm
_1688_,4.46µm
_1909_,4.46µm
_2440_,4.46µm
_2554_,4.46µm
_2919_,4.46µm
_3372_,4.46µm
_3432_,4.46µm
_3607_,4.46µm
_3859_,4.46µm
_3942_,4.46µm
_4030_,4.46µm
net359,4.46µm
_1329_,4.44µm
_1367_,4.44µm
_2282_,4.44µm
_2963_,4.44µm
_3298_,4.44µm
_3365_,4.44µm
_4199_,4.44µm
_0241_,4.42µm
_0272_,4.42µm
_0652_,4.42µm
_1885_,4.42µm
_2117_,4.42µm
_2123_,4.42µm
_2311_,4.42µm
_3516_,4.42µm
_3681_,4.42µm
_3855_,4.42µm
_3872_,4.42µm
_4050_,4.42µm
_3687_,4.39µm
vA[11],4.39µm
vC[5],4.39µm
_0626_,4.36µm
_0642_,4.36µm
_1092_,4.36µm
_2144_,4.36µm
_2333_,4.36µm
_2943_,4.36µm
_3241_,4.36µm
_3327_,4.36µm
net389,4.36µm
_0015_,4.34µm
_0459_,4.34µm
_0996_,4.34µm
_1213_,4.34µm
_1406_,4.34µm
_1925_,4.34µm
_2031_,4.34µm
_2058_,4.34µm
_2306_,4.34µm
_2547_,4.34µm
_2759_,4.34µm
_3007_,4.34µm
_3317_,4.34µm
_3963_,4.34µm
